project_id,bug_id,class,method,ncss_class,ncss_method,ccn
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isSymbolicLink(),354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isLink(),354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isCharacterDevice(),354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isBlockDevice(),354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isFIFO(),354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.isSparse(),354,2,2
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.getDirectoryEntries(),354,10,7
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.writeEntryHeader(result[]),354,6,4
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,"org.apache.commons.compress.archivers.tar.TarArchiveEntry.writeEntryHeader(ex2[],ZipEncoding,boolean)",354,23,3
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,"org.apache.commons.compress.archivers.tar.TarArchiveEntry.writeEntryHeaderField(long,long[],int,int,boolean)",354,4,5
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.parseTarHeader(length[]),354,6,4
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,"org.apache.commons.compress.archivers.tar.TarArchiveEntry.parseTarHeader(ex2[],ZipEncoding)",354,2,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,"org.apache.commons.compress.archivers.tar.TarArchiveEntry.parseTarHeader(encoding[],ZipEncoding,boolean)",354,57,14
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,"org.apache.commons.compress.archivers.tar.TarArchiveEntry.normalizeFileName(String,boolean)",354,18,13
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.evaluateType(int[]),354,8,7
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.fillGNUSparse0xData(String),354,5,2
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.fillGNUSparse1xData(String),354,4,1
Compress,38,org.apache.commons.compress.archivers.tar.TarArchiveEntry,org.apache.commons.compress.archivers.tar.TarArchiveEntry.fillStarSparseData(String),354,4,2
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(File,Charset,CSVFormat)",151,4,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat)",151,4,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat)",151,4,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat)",151,2,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(String,CSVFormat)",151,4,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat)",151,5,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.CSVParser(Reader,CSVFormat)",151,2,1
Csv,16,org.apache.commons.csv.CSVParser,"org.apache.commons.csv.CSVParser.CSVParser(Reader,CSVFormat,long,long)",151,8,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.addRecordValue(boolean),151,7,7
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.close(),151,3,2
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.getCurrentLineNumber(),151,2,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.getFirstEndOfLine(),151,2,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.getHeaderMap(),151,2,2
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.getRecordNumber(),151,2,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.getRecords(),151,6,2
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.initializeHeader(),151,23,13
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.isClosed(),151,2,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.Iterator$1.getNextRecord(),151,4,4
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.Iterator$1.hasNext(),151,6,4
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.Iterator$1.next(),151,10,6
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.Iterator$1.remove(),151,2,2
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.iterator(),151,25,1
Csv,16,org.apache.commons.csv.CSVParser,org.apache.commons.csv.CSVParser.nextRecord(),151,36,13
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.Predefined(CSVFormat),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.getFormat(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(char),460,2,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(Character),460,2,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.newFormat(char),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.valueOf(String),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.CSVFormat(char,Character,QuoteMode,Character,Character,boolean,boolean,String,String,Object[],String[],boolean,boolean,boolean,boolean,boolean,boolean)",460,19,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.equals(Object),460,51,44
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.format(Object),460,6,4
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getAllowMissingColumnNames(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getCommentMarker(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getDelimiter(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getEscapeCharacter(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeader(),460,2,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeaderComments(),460,2,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreEmptyLines(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreHeaderCase(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreSurroundingSpaces(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getNullString(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteCharacter(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteMode(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getRecordSeparator(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getSkipHeaderRecord(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getTrailingDelimiter(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getTrim(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getAutoFlush(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.hashCode(),460,16,11
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isCommentMarkerSet(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isEscapeCharacterSet(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isNullStringSet(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isQuoteCharacterSet(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.parse(Reader),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.print(Appendable),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.printer(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(File,Charset)",460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Path,Charset)",460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Object,Appendable,boolean)",460,14,6
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Object,CharSequence,int,int,Appendable,boolean)",460,13,5
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printAndEscape(CharSequence,int,int,Appendable)",460,22,10
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printAndQuote(Object,CharSequence,int,int,Appendable,boolean)",460,62,32
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.println(Appendable),460,5,3
Csv,15,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printRecord(Appendable,Object)",460,4,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toString(),460,32,11
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toStringArray(Object[]),460,8,5
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.trim(CharSequence),460,11,9
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.validate(),460,20,25
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withAllowMissingColumnNames(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withAllowMissingColumnNames(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withCommentMarker(char),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withCommentMarker(Character),460,4,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withDelimiter(char),460,4,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withEscape(char),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withEscape(Character),460,4,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withFirstRecordAsHeader(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(Enum),460,8,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(ResultSet),460,2,2
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(ResultSetMetaData),460,8,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(String),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeaderComments(Object),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreEmptyLines(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreEmptyLines(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreHeaderCase(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreHeaderCase(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreSurroundingSpaces(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreSurroundingSpaces(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withNullString(String),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuote(char),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuote(Character),460,4,3
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuoteMode(QuoteMode),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withRecordSeparator(char),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withRecordSeparator(String),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withSkipHeaderRecord(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withSkipHeaderRecord(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrailingDelimiter(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrailingDelimiter(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrim(),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrim(boolean),460,2,1
Csv,15,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withAutoFlush(boolean),460,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.Predefined(CSVFormat),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.getFormat(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(char),443,2,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(Character),443,2,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.newFormat(char),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.valueOf(String),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.CSVFormat(char,Character,QuoteMode,Character,Character,boolean,boolean,String,String,Object[],String[],boolean,boolean,boolean,boolean,boolean)",443,18,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.equals(Object),443,51,44
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.format(Object),443,6,4
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getAllowMissingColumnNames(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getCommentMarker(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getDelimiter(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getEscapeCharacter(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeader(),443,2,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeaderComments(),443,2,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreEmptyLines(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreHeaderCase(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreSurroundingSpaces(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getNullString(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteCharacter(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteMode(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getRecordSeparator(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getSkipHeaderRecord(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getTrailingDelimiter(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getTrim(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.hashCode(),443,16,11
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isCommentMarkerSet(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isEscapeCharacterSet(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isNullStringSet(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isQuoteCharacterSet(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.parse(Reader),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.print(Appendable),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(File,Charset)",443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Path,Charset)",443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Object,Appendable,boolean)",443,8,5
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.print(Object,CharSequence,int,int,Appendable,boolean)",443,13,5
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printAndEscape(CharSequence,int,int,Appendable)",443,22,10
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printAndQuote(Object,CharSequence,int,int,Appendable,boolean)",443,61,31
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.println(Appendable),443,5,3
Csv,14,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.printRecord(Appendable,Object)",443,4,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toString(),443,32,11
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toStringArray(Object[]),443,8,5
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.trim(CharSequence),443,11,9
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.validate(),443,20,25
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withAllowMissingColumnNames(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withAllowMissingColumnNames(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withCommentMarker(char),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withCommentMarker(Character),443,4,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withDelimiter(char),443,4,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withEscape(char),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withEscape(Character),443,4,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withFirstRecordAsHeader(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(Enum),443,8,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(ResultSet),443,2,2
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(ResultSetMetaData),443,8,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeader(String),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withHeaderComments(Object),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreEmptyLines(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreEmptyLines(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreHeaderCase(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreHeaderCase(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreSurroundingSpaces(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withIgnoreSurroundingSpaces(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withNullString(String),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuote(char),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuote(Character),443,4,3
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withQuoteMode(QuoteMode),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withRecordSeparator(char),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withRecordSeparator(String),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withSkipHeaderRecord(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withSkipHeaderRecord(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrailingDelimiter(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrailingDelimiter(boolean),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrim(),443,2,1
Csv,14,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.withTrim(boolean),443,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.Predefined(CSVFormat),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.Predefined.getFormat(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(char),287,2,2
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isLineBreak(Character),287,2,2
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.newFormat(char),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.valueOf(String),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,"org.apache.commons.csv.CSVFormat.CSVFormat(char,Character,QuoteMode,Character,Character,boolean,boolean,String,String,Object[],String[],boolean,boolean,boolean)",287,16,2
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toStringArray(Object[]),287,8,5
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.equals(Object),287,51,44
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.format(Object),287,6,4
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getCommentMarker(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getDelimiter(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getEscapeCharacter(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeader(),287,2,2
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getHeaderComments(),287,2,2
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getAllowMissingColumnNames(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreEmptyLines(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreSurroundingSpaces(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getIgnoreHeaderCase(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getNullString(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteCharacter(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getQuoteMode(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getRecordSeparator(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.getSkipHeaderRecord(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.hashCode(),287,16,11
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isCommentMarkerSet(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isEscapeCharacterSet(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isNullStringSet(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.isQuoteCharacterSet(),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.parse(Reader),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.print(Appendable),287,2,1
Csv,13,org.apache.commons.csv.CSVFormat,org.apache.commons.csv.CSVFormat.toString(),287,32,11
