"","project_id","bug_id","target_class","execution_id","objective","objective_type","called","activated","useful","ff_eval"
"900671","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getChronology()Lorg/joda/time/Chronology;: root-Branch","Branch",101,0,0,"122"
"900672","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I54 Branch 38 IFEQ L903 - true","Branch",1,0,0,"8381"
"900673","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: I43 Branch 17 IFLT L644 - false","Branch",49303,45966,0,"77551"
"900674","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;J)V: Line 521","Line",1421,0,0,"743"
"900675","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I57 Branch 33 IFNULL L858 - false","Branch",2528,0,0,"7388"
"900676","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;J)V: Line 522","Line",1497,0,0,"774"
"900677","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withLocale(Ljava/util/Locale;)Lorg/joda/time/format/DateTimeFormatter;: I7 Branch 4 IFNULL L190 - true","Branch",11,0,0,"108"
"900678","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I57 Branch 33 IFNULL L858 - true","Branch",127,0,0,"1037"
"900679","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I36 Branch 30 IFLT L855 - true","Branch",27,0,0,"6420"
"900680","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getPivotYear()Ljava/lang/Integer;: Line 416","Line",283,0,0,"164"
"900681","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadableInstant;)V: root-Branch","Branch",950,0,0,"4245"
"900682","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I98 Branch 21 IFNULL L716 - false","Branch",4605,957,0,"8662"
"900683","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadableInstant;)V: root-Branch","Branch",1609,0,0,"4351"
"900684","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I42 Branch 37 IF_ICMPLT L901 - true","Branch",445,0,0,"2192"
"900685","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I122 Branch 22 IFNULL L720 - true","Branch",65856,61494,33661,"78237"
"900686","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getChronology()Lorg/joda/time/Chronology;: Line 271","Line",101,0,0,"98"
"900687","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;)V: I36 Branch 14 IFGE L627 - false","Branch",4712,2119,0,"15256"
"900688","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadablePartial;)V: Line 570","Line",101,0,0,"86"
"900689","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadablePartial;)V: Line 571","Line",266,0,0,"463"
"900690","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 874","Line",15,0,0,"101"
"900691","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getChronolgy()Lorg/joda/time/Chronology;: root-Branch","Branch",477,0,0,"278"
"900692","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 919","Line",1,0,0,"97"
"900693","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadableInstant;)V: root-Branch","Branch",950,0,0,"600"
"900694","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseLocalDateTime(Ljava/lang/String;)Lorg/joda/time/LocalDateTime;: I43 Branch 27 IF_ICMPLT L815 - true","Branch",249,0,0,"1551"
"900695","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getChronolgy()Lorg/joda/time/Chronology;: Line 282","Line",477,0,0,"260"
"900696","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: Line 701","Line",27,0,0,"40"
"900697","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: Line 702","Line",27,0,0,"40"
"900698","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseLocalDateTime(Ljava/lang/String;)Lorg/joda/time/LocalDateTime;: I37 Branch 26 IFLT L814 - false","Branch",81,0,0,"7431"
"900699","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.isPrinter()Z: Line 147","Line",283,0,0,"202"
"900700","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withPivotYear(Ljava/lang/Integer;)Lorg/joda/time/format/DateTimeFormatter;: I5 Branch 9 IF_ACMPEQ L369 - true","Branch",17,0,0,"454"
"900701","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePartial;)V: I8 Branch 12 IFNONNULL L536 - false","Branch",10,0,0,"237"
"900702","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(J)Ljava/lang/String;: root-Branch","Branch",379,0,0,"4671"
"900703","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;J)V: root-Branch","Branch",1421,0,0,"2261"
"900704","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadableInstant;)V: Line 476","Line",1609,0,0,"831"
"900705","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadableInstant;)V: Line 474","Line",1609,0,0,"831"
"900706","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 895","Line",573,0,0,"305"
"900707","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I139 Branch 23 IFNULL L724 - false","Branch",63,0,0,"1048"
"900708","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I57 Branch 39 IFNULL L903 - false","Branch",674,0,0,"2907"
"900709","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadableInstant;)V: Line 475","Line",1609,0,0,"831"
"900710","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withPivotYear(Ljava/lang/Integer;)Lorg/joda/time/format/DateTimeFormatter;: I13 Branch 11 IFEQ L369 - true","Branch",23,0,0,"905"
"900711","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadableInstant;)V: Line 473","Line",1609,0,0,"831"
"900712","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;J)V: Line 509","Line",1421,0,0,"721"
"900713","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;: Line 584","Line",950,0,0,"493"
"900714","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withLocale(Ljava/util/Locale;)Lorg/joda/time/format/DateTimeFormatter;: I12 Branch 5 IFEQ L190 - false","Branch",72939,67603,18217,"78218"
"900715","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseLocalDateTime(Ljava/lang/String;)Lorg/joda/time/LocalDateTime;: I43 Branch 27 IF_ICMPLT L815 - false","Branch",87,0,0,"6920"
"900716","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;J)V: Line 510","Line",1421,0,0,"721"
"900717","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getPivotYear()Ljava/lang/Integer;: root-Branch","Branch",283,0,0,"194"
"900718","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I8 Branch 19 IFNONNULL L702 - false","Branch",534,0,0,"3851"
"900719","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadableInstant;)V: Line 461","Line",950,0,0,"493"
"900720","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadableInstant;)V: Line 462","Line",950,0,0,"493"
"900721","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;: Line 585","Line",950,0,0,"493"
"900722","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadableInstant;)V: Line 463","Line",950,0,0,"493"
"900723","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;: Line 586","Line",950,0,0,"493"
"900724","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;Lorg/joda/time/ReadableInstant;)V: Line 464","Line",950,0,0,"493"
"900725","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getDefaultYear()I: root-Branch","Branch",27,0,0,"79"
"900726","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 900","Line",573,0,0,"305"
"900727","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I95 Branch 20 IFEQ L716 - false","Branch",160,0,0,"953"
"900728","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseLocalDateTime(Ljava/lang/String;)Lorg/joda/time/LocalDateTime;: I55 Branch 28 IFNULL L817 - false","Branch",3597,96,0,"7738"
"900729","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 897","Line",573,0,0,"305"
"900730","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 899","Line",573,0,0,"305"
"900731","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I8 Branch 19 IFNONNULL L702 - true","Branch",27,0,0,"8705"
"900732","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: Line 898","Line",573,0,0,"305"
"900733","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseLocalDateTime(Ljava/lang/String;)Lorg/joda/time/LocalDateTime;: I79 Branch 29 IFNULL L821 - true","Branch",48906,45405,31932,"78011"
"900734","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I36 Branch 36 IFLT L900 - true","Branch",573,0,0,"5228"
"900735","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I36 Branch 36 IFLT L900 - false","Branch",665,0,0,"9490"
"900736","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;J)V: Line 499","Line",20,0,0,"48"
"900737","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;J)V: root-Branch","Branch",1421,0,0,"934"
"900738","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 855","Line",27,0,0,"40"
"900739","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 854","Line",27,0,0,"40"
"900740","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 853","Line",27,0,0,"40"
"900741","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I42 Branch 31 IF_ICMPLT L856 - false","Branch",132,0,0,"11454"
"900742","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 852","Line",27,0,0,"40"
"900743","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I42 Branch 31 IF_ICMPLT L856 - true","Branch",603,0,0,"2501"
"900744","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;)V: Line 634","Line",20,0,0,"48"
"900745","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: Line 850","Line",27,0,0,"40"
"900746","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadablePartial;)V: root-Branch","Branch",101,0,0,"370"
"900747","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 637","Line",1421,0,0,"721"
"900748","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 638","Line",1421,0,0,"721"
"900749","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadablePartial;)V: Line 553","Line",2548,0,0,"1295"
"900750","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadablePartial;)V: Line 552","Line",2548,0,0,"1295"
"900751","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I54 Branch 32 IFEQ L858 - false","Branch",127,0,0,"1082"
"900752","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 641","Line",1421,0,0,"721"
"900753","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 642","Line",1421,0,0,"721"
"900754","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;: root-Branch","Branch",950,0,0,"4228"
"900755","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.getDefaultYear()I: Line 450","Line",27,0,0,"73"
"900756","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.isPrinter()Z: I4 Branch 1 IFNULL L147 - false","Branch",283,0,0,"478"
"900757","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 643","Line",1421,0,0,"721"
"900758","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 644","Line",1421,0,0,"721"
"900759","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withChronology(Lorg/joda/time/Chronology;)Lorg/joda/time/format/DateTimeFormatter;: I5 Branch 7 IF_ACMPNE L258 - false","Branch",182,0,0,"916"
"900760","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 650","Line",1421,0,0,"721"
"900761","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.isPrinter()Z: I4 Branch 1 IFNULL L147 - true","Branch",1385,0,0,"3114"
"900762","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I101 Branch 41 IFNULL L911 - false","Branch",1,0,0,"1391"
"900763","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(J)Ljava/lang/String;: Line 601","Line",491,0,0,"312"
"900764","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: Line 651","Line",1421,0,0,"721"
"900765","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(J)Ljava/lang/String;: Line 600","Line",379,0,0,"254"
"900766","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.print(J)Ljava/lang/String;: Line 599","Line",379,0,0,"254"
"900767","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.isParser()Z: I4 Branch 2 IFNULL L165 - true","Branch",1221,0,0,"2666"
"900768","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I101 Branch 35 IFNULL L866 - false","Branch",25,0,0,"4684"
"900769","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseInto(Lorg/joda/time/ReadWritableInstant;Ljava/lang/String;I)I: I98 Branch 21 IFNULL L716 - true","Branch",160,0,0,"950"
"900770","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.requireParser()Lorg/joda/time/format/DateTimeParser;: I8 Branch 42 IFNONNULL L929 - false","Branch",941,0,0,"981"
"900771","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I81 Branch 34 IFNULL L862 - true","Branch",69426,65821,54298,"77914"
"900772","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I42 Branch 37 IF_ICMPLT L901 - false","Branch",92,0,0,"8875"
"900773","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadablePartial;)V: I8 Branch 13 IFNONNULL L553 - false","Branch",3165,0,0,"2319"
"900774","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;Lorg/joda/time/ReadablePartial;)V: I8 Branch 13 IFNONNULL L553 - true","Branch",2548,0,0,"1567"
"900775","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadableInstant;)V: Line 486","Line",950,0,0,"493"
"900776","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMillis(Ljava/lang/String;)J: I43 Branch 25 IF_ICMPLT L749 - true","Branch",252,0,0,"1331"
"900777","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadableInstant;)V: Line 487","Line",1007,0,0,"548"
"900778","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMillis(Ljava/lang/String;)J: I43 Branch 25 IF_ICMPLT L749 - false","Branch",21,0,0,"5713"
"900779","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;)V: I43 Branch 15 IFLT L627 - true","Branch",4746,2057,0,"15271"
"900780","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: I36 Branch 16 IFGE L644 - true","Branch",1421,0,0,"3476"
"900781","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.withOffsetParsed()Lorg/joda/time/format/DateTimeFormatter;: I5 Branch 6 IF_ICMPNE L223 - false","Branch",9,0,0,"381"
"900782","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/StringBuffer;JLorg/joda/time/Chronology;)V: I43 Branch 15 IFLT L627 - false","Branch",8277,5588,0,"23391"
"900783","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: I43 Branch 17 IFLT L644 - true","Branch",7598,4261,0,"20442"
"900784","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: I36 Branch 16 IFGE L644 - false","Branch",9010,5159,0,"21106"
"900785","Time",7,"org.joda.time.format.DateTimeFormatter",11,"org.joda.time.format.DateTimeFormatter.parseMutableDateTime(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;: I81 Branch 40 IFNULL L907 - true","Branch",59177,55333,42910,"77643"
"900786","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.requirePrinter()Lorg/joda/time/format/DateTimePrinter;: I8 Branch 18 IFNONNULL L660 - false","Branch",35,0,0,"270"
"900787","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.parseMillis(Ljava/lang/String;)J: I37 Branch 24 IFLT L748 - false","Branch",14,0,0,"4412"
"900788","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I36 Branch 30 IFLT L855 - false","Branch",46,0,0,"5537"
"900789","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadablePartial;)Ljava/lang/String;: Line 615","Line",181,0,0,"115"
"900790","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadablePartial;)Ljava/lang/String;: Line 616","Line",181,0,0,"115"
"900791","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.print(Lorg/joda/time/ReadablePartial;)Ljava/lang/String;: Line 614","Line",181,0,0,"115"
"900792","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;)V: I43 Branch 17 IFLT L644 - false","Branch",28034,24216,0,"61759"
"900793","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I57 Branch 33 IFNULL L858 - false","Branch",3360,0,0,"9427"
"900794","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;J)V: Line 522","Line",17,0,0,"97"
"900795","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.withLocale(Ljava/util/Locale;)Lorg/joda/time/format/DateTimeFormatter;: I7 Branch 4 IFNULL L190 - true","Branch",2351,0,0,"5811"
"900796","Time",7,"org.joda.time.format.DateTimeFormatter",12,"org.joda.time.format.DateTimeFormatter.parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;: I57 Branch 33 IFNULL L858 - true","Branch",21,0,0,"604"
